status,match_pass,similarity_score,agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Recreation and Historic Preservation Account - 30453,24700,2010,12000000,5500000,"40 By chapter 99, section 1, of the laws of 2010, as amended by chapter 54,
41 section 1, of the laws of 2011:
42 Local waterfront revitalization programs, notwithstanding any law to
43 the contrary, not less than, $6,000,000 for waterfront revitaliza-
44 tion projects which are in or primarily serve areas where demograph-
45 ic and other relevant data for such areas demonstrate that the areas
46 are densely populated and have sustained physical deterioration,
47 decay, neglect, or disinvestment, or where a substantial proportion
48 of the residential population is of low income or is otherwise
49 disadvantaged and is underserved with respect to the existing recre-
50 ational opportunities in the area; and provided further this appro-
51 priation shall not be construed to restrict the use of any addi-
AB
280 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 tional monies for such projects; $550,000 for Buffalo Waterfront;
2 $300,000 for Niagara River Greenway; $250,000 for Hudson and Cham-
3 plain Docks; and $400,000 for the Beacon Institute including costs
4 incurred prior to April 1, 2011 (09WR10ER) (24700) .................
5 12,000,000 ........................................ (re. $5,500,000)",280,40.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24700|2010|12000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Recreation and Historic Preservation Account - 30453,24700,2007,26625000,125000,"8 By chapter 55, section 1, of the laws of 2007:
9 For services and expenses of projects and purposes authorized by
10 section 92-s of the state finance law to receive funding from the
11 parks, recreation and historic preservation account in accordance
12 with a programmatic and financial plan to be approved by the direc-
13 tor of the budget, including suballocation to other state depart-
14 ments and agencies, according to the following:
15 Local waterfront revitalization programs, notwithstanding any law to
16 the contrary, not less than, $6,656,000 for waterfront revitaliza-
17 tion projects which are in or primarily serve areas where demograph-
18 ic and other relevant data for such areas demonstrate that the areas
19 are densely populated and have sustained physical deterioration,
20 decay, neglect, or disinvestment, or where a substantial proportion
21 of the residential population is of low income or is otherwise
22 disadvantaged and is underserved with respect to the existing recre-
23 ational opportunities in the area; and provided further this section
24 shall not be construed to restrict the use of any additional monies
25 for such projects; $1,625,000 for services and expenses of the
26 Beacon Institute; $1,000,000 for services and expenses of riverfront
27 development properties in Rensselaer county; and $1,000,000 for
28 services and expenses for Long Island water projects (09WR07ER)
29 (24700) ... 26,625,000 .............................. (re. $125,000)",281,8.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24700|2007|26625000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,24815,2023,4600000,1442000,"7 Notwithstanding any law to the contrary, for the pollution prevention
8 institute, and including $250,000 for the department to contract
9 with the Northeast waste management officials' association for the
10 Interstate Chemicals Clearing house (09PP23ER) (24815) .............
11 4,600,000 ......................................... (re. $1,442,000)",293,7.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24815|2023|4600000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,24815,2021,4000000,4000,"34 Notwithstanding any law to the contrary, for the pollution prevention
35 institute, and including $100,000 for the department to contract
36 with the Northeast waste management officials' association for the
37 Interstate Chemicals Clearing house (09PP21ER) (24815) .............
38 4,000,000 ............................................. (re. $4,000)",296,34.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24815|2021|4000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,24814,2017,14000000,6000,"35 By chapter 54, section 1, of the laws of 2017:
36 For services and expenses of projects and purposes authorized by
37 section 92-s of the state finance law to receive funding from the
38 solid waste account in accordance with a programmatic and financial
39 plan to be approved by the director of the budget, including subal-
40 location to other state departments and agencies, according to the
41 following:
42 Municipal waste reduction or recycling projects, and $2,000,000 of
43 such amount shall be made available for municipalities and not-for-
44 profit food banks for projects for food donation and the recycling
45 of food scraps (09MR17ER) (24814) ..................................
46 14,000,000 ............................................ (re. $6,000)",301,35.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24814|2017|14000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,25702,2017,2000000,1495000,"50 Brownfield opportunity area grants as authorized pursuant to section
51 970-r of the general municipal law (09BO17ER) (25702) ..............
52 2,000,000 ......................................... (re. $1,495,000)",302,50.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25702|2017|2000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,24819,2009,450000,450000,"41 By chapter 55, section 1, of the laws of 2009:
42 For services and expenses of projects and purposes authorized by
43 section 92-s of the state finance law to receive funding from the
44 solid waste account in accordance with a programmatic and financial
45 plan to be approved by the director of the budget, including subal-
46 location to other state departments and agencies, according to the
47 following:
AB
306 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 Notwithstanding any law to the contrary, for the breast cancer and
2 environmental risk factors program at Cornell University (09BC09ER)
3 (24819) ... 450,000 ................................. (re. $450,000)",306,41.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24819|2009|450000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,24816,2009,1381000,88000,"4 By chapter 55, section 1, of the laws of 2009, as amended by chapter
5 502, section 5, of the laws of 2009:
6 Secondary materials regional marketing assistance and energy conserva-
7 tion services projects (09SM09ER) (24816) ..........................
8 1,381,000 ............................................ (re. $88,000)",306,4.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24816|2009|1381000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,24816,2007,8750000,1146000,"14 By chapter 55, section 1, of the laws of 2007:
15 For services and expenses of projects and purposes authorized by
16 section 92-s of the state finance law to receive funding from the
17 solid waste account in accordance with a programmatic and financial
18 plan to be approved by the director of the budget, including subal-
19 location to other state departments and agencies, according to the
20 following:
21 Secondary materials regional marketing assistance and energy conserva-
22 tion services projects (09SM07ER) (24816) ..........................
23 8,750,000 ......................................... (re. $1,146,000)",306,14.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24816|2007|8750000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,capital projects fund,Environmental Quality Protection Account - 30640,24838,2000,10000000,382000,"24 By chapter 55, section 1, of the laws of 2000:
25 For state assistance payments for the state share of the costs of
26 environmental restoration projects in accordance with the provisions
27 of title 5 of article 56 of the environmental conservation law for
28 project costs, including costs incidental and appurtenant thereto
29 and for payment of reimbursements to the clean water/clean air
30 implementation fund for services and expenses of state departments
31 and agencies, including fringe benefits, hereinafter referred to as
32 ""Environmental Restoration Project Disbursements"". The moneys appro-
33 priated herein may be suballocated to other state departments and
34 agencies.
35 Notwithstanding the provisions of any general or special law, the
36 moneys hereby appropriated shall be available for environmental
37 restoration projects in accordance with title 5 of article 56 of the
38 environmental conservation law upon the issuance of a certificate of
39 approval of availability by the director of the division of the
40 budget.
41 The state comptroller shall at the commencement of each month certify
42 to the director of the division of the budget, the commissioner of
43 environmental conservation, the chairman of the senate finance
44 committee, and the chairman of the assembly ways and means committee
45 the amounts disbursed from this appropriation for ""Environmental
46 Restoration Project Disbursements"" for the month preceding such
47 certification (09BA00W5) (24838) ... 10,000,000 ..... (re. $382,000)",316,24.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24838|2000|10000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Environmental Quality Protection Account - 30640,81107,2022,6000000,1715000,"32 By chapter 54, section 1, of the laws of 2022:
33 For the maintenance and operation of various facilities and systems
34 including personal services, fringe benefits and indirect costs
35 (09FM22MO) (81107) ... 6,000,000 .................. (re. $1,715,000)",318,32.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81107|2022|6000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Habitat Conservation and Access Account - 32217,24718,2023,1500000,317000,"3 By chapter 54, section 1, of the laws of 2023:
4 For services and expenses, including personal service, nonpersonal
5 service, fringe benefits and indirect costs related to management,
6 protection and restoration fish and wildlife habitat, and improve-
7 ment and development of public access for fish and wildlife related
8 recreation (09HC2354) (24718) ......................................
9 1,500,000 ........................................... (re. $317,000)",320,3.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24718|2023|1500000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Habitat Conservation and Access Account - 32217,24718,2022,1500000,437000,"10 By chapter 54, section 1, of the laws of 2022:
11 For services and expenses, including personal service, nonpersonal
12 service, fringe benefits and indirect costs related to management,
13 protection and restoration fish and wildlife habitat, and improve-
14 ment and development of public access for fish and wildlife related
15 recreation (09HC2254) (24718) ......................................
16 1,500,000 ........................................... (re. $437,000)",320,10.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24718|2022|1500000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Habitat Conservation and Access Account - 32217,25766,2024,4000000,4000000,"39 By chapter 54, section 1, of the laws of 2024:
40 For services and expenses, including personal service, nonpersonal
41 service, indirect costs and fringe benefits related to the steward-
42 ship of newly acquired and existing state lands, for the implementa-
43 tion of Unit Management Plans, costs related to invasive species
44 management activities and for the development and implementation of
AB
321 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 Green Certification for state forests, including suballocation to
2 other state departments and agencies (09LF2453) (25766) ............
3 4,000,000 ......................................... (re. $4,000,000)",321,39.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25766|2024|4000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Habitat Conservation and Access Account - 32217,25766,2023,4000000,4000000,"15 By chapter 54, section 1, of the laws of 2023:
16 For services and expenses, including personal service, nonpersonal
17 service, indirect costs and fringe benefits related to the steward-
18 ship of newly acquired and existing state lands, for the implementa-
19 tion of Unit Management Plans, costs related to invasive species
20 management activities and for the development and implementation of
21 Green Certification for state forests, including suballocation to
22 other state departments and agencies (09LF2353) (25766) ...
23 4,000,000 ......................................... (re. $4,000,000)",321,15.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25766|2023|4000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Habitat Conservation and Access Account - 32217,25766,2021,4000000,1770000,"43 By chapter 54, section 1, of the laws of 2021:
44 For services and expenses, including personal service, nonpersonal
45 service, indirect costs and fringe benefits related to the steward-
46 ship of newly acquired and existing state lands, for the implementa-
47 tion of Unit Management Plans, costs related to invasive species
48 management activities and for the development and implementation of
49 Green Certification for state forests, including suballocation to
AB
322 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 other state departments and agencies (09LF2153) (25766) ............
2 4,000,000 ......................................... (re. $1,770,000)",322,43.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25766|2021|4000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Habitat Conservation and Access Account - 32217,24851,1994,500000,297000,"28 By chapter 54, section 1, of the laws of 1994, as amended by chapter 55,
29 section 1, of the laws of 2004:
30 For the state's share of Federal Intermodal Surface Transportation
31 Efficiency Act enhancement program grants including personal
32 services, fringe benefits and indirect costs. No portion of this
33 appropriation shall be allocated until the commissioner of the
34 department of environmental conservation and the director of the
35 budget have determined that no other sources of funding, including
36 but not limited to natural resource damage claim settlements and
37 environmental protection fund appropriations, are available for this
38 purpose (09IT9453) (24851) ... 500,000 .............. (re. $297,000)",323,28.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24851|1994|500000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Forest Preserve Expansion Account - 31450,24852,1989,3450000,891000,"1 By chapter 54, section 1, of the laws of 1989, as amended by chapter 54,
2 section 3, of the laws of 1990:
3 For demolition of buildings at the former Edgewood Hospital site on
4 Long Island (09168953) (24852) ... 3,450,000 ........ (re. $891,000)",324,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24852|1989|3450000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Forest Preserve Expansion Account - 31450,24852,1987,6000000,2246000,"5 By chapter 54, section 1, of the laws of 1987, for:
6 Demolition of buildings at the former Edgewood Hospital site on Long
7 Island (09668753) (24852) ... 6,000,000 ........... (re. $2,246,000)",324,5.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24852|1987|6000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Forest Preserve Expansion Account - 31450,24847,2022,50000000,25000000,"33 By chapter 54, section 1, of the laws of 2022, as amended by chapter 54,
34 section 1, of the laws of 2023:
35 For the federal share of capital projects pursuant to lands and
36 forests resources purposes including the costs associated with the
37 acquisition of lands under the forest legacy program, including
38 suballocation to other state departments and agencies (09FL2253)
39 (24847) ... 50,000,000 ........................... (re. $25,000,000)",324,33.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24847|2022|50000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24856,2023,1200000,1200000,"40 For replacement of vehicles and heavy duty construction equipment
41 (09EQ2351) (24856) ... 1,200,000 .................. (re. $1,200,000)",332,40.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24856|2023|1200000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24856,2017,1000000,1000000,"26 By chapter 54, section 1, of the laws of 2017:
27 For replacement of vehicles and heavy duty construction equipment
28 (09EQ1751) (24856) ... 1,000,000 .................. (re. $1,000,000)",333,26.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24856|2017|1000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24856,2016,1000000,1000000,"36 By chapter 55, section 1, of the laws of 2016:
37 For replacement of vehicles and heavy duty construction equipment
38 (09EQ1651) (24856) ... 1,000,000 .................. (re. $1,000,000)",333,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24856|2016|1000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24856,2015,2750000,93000,"46 By chapter 54, section 1, of the laws of 2015:
AB
334 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 For replacement of vehicles and heavy duty construction equipment
2 (09EQ1551) (24856) ... 2,750,000 ..................... (re. $93,000)",334,46.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24856|2015|2750000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24856,2014,2000000,519000,"19 By chapter 54, section 1, of the laws of 2014:
20 For replacement of vehicles and heavy duty construction equipment
21 (09EQ1451) (24856) ... 2,000,000 .................... (re. $519,000)",334,19.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24856|2014|2000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24858,2013,750000,130000,"25 By chapter 54, section 1, of the laws of 2013:
26 For services and expenses, including personal services and fringe
27 benefits, for design and construction of department facilities
28 (09DF1351) (24858) ... 750,000 ...................... (re. $130,000)",334,25.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24858|2013|750000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Financial Security Account - 32201,24858,2008,450000,150000,"6 For services and expenses, including personal services and fringe
7 benefits, for design and construction of department facilities
8 (09DF0851) (24858) ... 450,000 ...................... (re. $150,000)",335,6.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24858|2008|450000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Financial Security Account - 32201,24858,2007,250000,6000,"13 For services and expenses, including personal services and fringe
14 benefits, for design and construction of department facilities
15 (09DF0751) (24858) ... 250,000 ........................ (re. $6,000)",335,13.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24858|2007|250000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Financial Security Account - 32201,24858,2006,750000,13000,"16 By chapter 55, section 1, of the laws of 2006:
17 For services and expenses, including personal services and fringe
18 benefits, for design and construction of department facilities
19 (09DF0651) (24858) ... 750,000 ....................... (re. $13,000)",335,16.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24858|2006|750000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25708,2023,200000,200000,"21 For services and expenses including personal service, fringe benefits,
22 and nonpersonal service for the Excelsior Conservation Corps program
23 including suballocation to other state departments and agencies
24 (09CC2357) (25708) ... 200,000 ...................... (re. $200,000)",370,21.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25708|2023|200000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25708,2022,200000,200000,"37 For services and expenses including personal service, fringe benefits,
38 and nonpersonal service for the Excelsior Conservation Corps program
39 including suballocation to other state departments and agencies
40 (09CC2257) (25708) ... 200,000 ...................... (re. $200,000)",371,37.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25708|2022|200000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,24874,2021,35000000,11000000,"33 For payment of a portion of the state's match for federal capitaliza-
34 tion grants for the water pollution control revolving fund
35 (09RF2157) (24874) ... 35,000,000 ................ (re. $11,000,000)",372,33.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24874|2021|35000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25707,2021,5500000,2985000,"36 For services and expenses including personal service, fringe benefits,
37 and nonpersonal service for the water pollution control revolving
38 fund and related water quality activities including suballocation to
39 other state departments and agencies (09SR2157) (25707) ............
40 5,500,000 ......................................... (re. $2,985,000)",372,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25707|2021|5500000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25708,2021,200000,200000,"41 For services and expenses including personal service, fringe benefits,
42 and nonpersonal service for the Excelsior Conservation Corps program
43 including suballocation to other state departments and agencies
44 (09CC2157) (25708) ... 200,000 ...................... (re. $200,000)",372,41.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25708|2021|200000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25707,2020,5500000,2958000,"36 For services and expenses including personal service, fringe benefits,
37 and nonpersonal service for the water pollution control revolving
38 fund and related water quality activities including suballocation to
39 other state departments and agencies (09SR2057) (25707) ............
40 5,500,000 ......................................... (re. $2,958,000)",373,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25707|2020|5500000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,24874,2019,35000000,4813000,"36 For payment of a portion of the state's match for federal capitaliza-
37 tion grants for the water pollution control revolving fund
38 (09RF1957) (24874) ... 35,000,000 ................. (re. $4,813,000)",374,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24874|2019|35000000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25707,2019,5500000,2742000,"39 For services and expenses including personal service, fringe benefits,
40 and nonpersonal service for the water pollution control revolving
41 fund and related water quality activities including suballocation to
42 other state departments and agencies (09SR1957) (25707) ............
43 5,500,000 ......................................... (re. $2,742,000)",374,39.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25707|2019|5500000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25707,2018,5500000,775000,"35 For services and expenses including personal service, fringe benefits,
36 and nonpersonal service for the water pollution control revolving
37 fund and related water quality activities including suballocation to
38 other state departments and agencies (09SR1857) (25707) ............
39 5,500,000 ........................................... (re. $775,000)",375,35.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25707|2018|5500000
discontinued,,,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,SRF Capitalization Grants Account - 31359,25888,2000,5000000,176000,"45 Project Schedule
46 PROJECT AMOUNT
47 --------------------------------------------
48 (thousands of dollars)
49 Hudson River water quality
AB
382 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 improvement projects ............... 2,000
2 Long Island Sound water quali-
3 ty improvement projects ........... 30,000
4 Lake Champlain water quality
5 improvement projects ............... 1,000
6 Onondaga Lake water quality
7 improvement projects .............. 15,000
8 New York Harbor water quality
9 improvement projects ............... 2,000
10 Finger Lakes water quality
11 improvement projects ............... 3,500
12 Peconic and South Shore Estu-
13 ary water quality improve-
14 ment projects ...................... 2,000
15 State facility projects .............. 2,500
16 Municipal wastewater treatment
17 improvement projects and
18 municipal flood control
19 projects ........................... 2,000
20 Dam safety projects .................. 2,000
21 Open space land conservation
22 projects .......................... 30,000
23 State parks projects ................. 4,500
24 Municipal parks projects and
25 historic preservation and
26 heritage area projects ............. 8,000
27 --------------
28 Total ............................ 104,500
29 ==============
30 For state assistance payments for the state share of the costs of
31 clean water projects in accordance with the provisions of title 3 of
32 article 56 of the environmental conservation law for project costs,
33 including costs incidental and appurtenant thereto and for payment
34 of reimbursements to the clean water/clean air implementation fund
35 for services and expenses of state departments and agencies, includ-
36 ing fringe benefits, hereinafter referred to as ""Clean Water Project
37 Disbursements"".
38 The moneys appropriated herein may be suballocated to all state
39 departments and agencies. Further, moneys herein appropriated may be
40 suballocated only to public authorities and public benefit corpo-
41 rations specifically authorized by paragraph (1) of subdivision 1 of
42 section 56-0303 of the environmental conservation law to enter into
43 contracts for state assistance payments for the state share of costs
44 for clean water projects, provided however, that moneys herein
45 appropriated pursuant to paragraph (i) of subdivision 1 of section
46 56-0303 of the environmental conservation law for state facility
47 projects may be suballocated to any public authority or public bene-
48 fit corporation.
49 Notwithstanding the provisions of any general or special law, the
50 moneys hereby appropriated shall be available for clean water quali-
51 ty projects in accordance with title 3 of article 56 of the environ-
AB
383 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 mental conservation law upon the issuance of a certificate of
2 approval of availability by the director of the division of the
3 budget. The state comptroller shall at the commencement of each
4 month certify to the director of the division of the budget, the
5 commissioner of environmental conservation, the chairman of the
6 senate finance committee, and the chairman of the assembly ways and
7 means committee the amounts disbursed from this appropriation for
8 ""Clean Water Project Disbursements"" for the month preceding such
9 certification (09B20057) (25888) ... 5,000,000 ...... (re. $176,000)",383,45.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25888|2000|5000000
discontinued,,,DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,81088,2012,7000000,3573000,"3 By chapter 54, section 1, of the laws of 2012:
4 For payment of design and construction management account of the
5 centralized services fund of the New York state office of general
6 services for the purpose of preparation and review of plans, spec-
7 ifications, estimates, services, construction management and super-
8 vision, inspection studies, appraisals, surveys, testing and envi-
9 ronmental impact statements and for the cost of consultant design
10 service (25GS1230) (81088) ... 7,000,000 .......... (re. $3,573,000)",397,3.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|81088|2012|7000000
discontinued,,,DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,81107,2021,5754000,1262000,"36 By chapter 54, section 1, of the laws of 2021:
37 For the maintenance and operation of various facilities and systems
38 including personal services, fringe benefits and indirect costs.
39 Notwithstanding any other law to the contrary, all or a portion of the
40 funds appropriated herein may be suballocated or transferred to any
41 department, agency, or public authority (25FM21MO) (81107) .........
42 5,754,000 ......................................... (re. $1,262,000)",397,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|81107|2021|5754000
